repository,commit_sha,commit_date,commit_title,commit_message,commit_author,additions,deletions,total_changes
ros-planning/navigation2,5f8b0dbb2e4a8d8c3cc1a665d4b7b1c10dbc941a,2018-11-01T01:00:26Z,rosdep keys also exist for all the kinetic and most of the melodic overlays,,SteveMacenski,0,21,21
ros-planning/navigation2,f580419a9373bbcd7d0af0ea15aefac6253b04ac,2018-11-01T00:52:56Z, invoke rosdep for needed tools in building rather than cloning where possible,,SteveMacenski,3,8,11
ros-planning/navigation2,a1ea9225f2a9d243852a6fe2add70e55372b9d82,2018-10-31T19:55:00Z,passing xmlint,,Brian,1,2,3
ros-planning/navigation2,62c8dcfbc50b346028ee1866609f74836bcc80d3,2018-10-31T19:51:04Z,"added variant of add_parameters & simplified functions, made easier to read code",,Brian,78,60,138
ros-planning/navigation2,0f4ffd1da1cc28aa216b1771ad0eecfa8fdbf393,2018-10-30T17:12:15Z,"addressing feedback, adding comments",,Brian,22,12,34
ros-planning/navigation2,5d6532cf5cbd6a76fd2bead308a6bf6020a17d00,2018-10-30T00:17:42Z,modified costmap layers and costmap2DROS to use redesigned interface,remove extra test node,Brian,10,91,101
ros-planning/navigation2,17e59ffb91f0c91f164a74c2ca37cb26c0f729dd,2018-10-29T20:33:43Z,"added forced callback, custom validation callback example, and passed linters (except xmllint) & uncrustify",,Brian,55,15,70
ros-planning/navigation2,e21aa01af492b7b9b311aab5ccd7020ac27eafc3,2018-10-27T01:15:58Z,logging under node name,,Brian,4,9,13
ros-planning/navigation2,f7c3ba468be9dadda7152d48b6d7f1d616e0aeda,2018-10-27T00:55:35Z,redesign for filtering dynamic parameters,,Brian,43,28,71
ros-planning/navigation2,3262780890f1a783107ed3e22d1aa8e1f374d58b,2018-10-25T00:15:02Z,starting redesign,,Brian,110,2,112
ros-planning/navigation2,7c96155759ad38d7179ce108a95e8511ff36fb5c,2018-10-24T21:03:04Z,adding diagram,,Brian,1,1,2
ros-planning/navigation2,a8ff9d268aa1475670c62da8cbaa88d76bec0a08,2018-10-31T18:58:12Z,Bloom dep resolve (#267),"* rosdep resolve missing keys roscpp gazebo localizier planning tests

* metapackage missing a few packages

* removing bringup for recursive dependencies",SteveMacenski,5,3,8
ros-planning/navigation2,a69953d9ddc3cdeab2d1cbc98a0534f9e8b18915,2018-10-31T16:57:20Z,Fixing merge issues that break DWB. (#270),"* Fixing merge issues that break DWB.

restores the missing changes. This change is required to make
the robot move.

* Returning controller output topic to cmd_vel",Carl Delsey,15,11,26
ros-planning/navigation2,3aad4d16e7d785a19922be8d53932acc377edfd2,2018-10-31T06:08:55Z,Rename the costmap_world_model (#268),"* Rename the costmap_world_model
* Remove placeholder .gitignore files

The original idea was that we might have different world model implementations. However, as it turns out, we will likely only have the one implementation that evolves over time. So, we don't necessarily want to emphasize that it is costmap-based, but want to allow for other representations going forward. Hence the name change.",Michael Jeronimo,24,24,48
ros-planning/navigation2,6d37648cd77f8a36fc1929d2131a941bc270beb2,2018-10-30T23:11:45Z,Behavior tree for mission execution and BtNavigator (#227),"* Enable behavior trees and work on cancel capability
* Checkpoint working cancel with traces
* ExecuteMission behavior tree working w/ cancel
* A little clean-up
* Address cpplint and uncrustify issues
* Parameterize the loop rate for the behavior tree classes
* Build a parallel behavior tree for the NavToPose task
* Update the BT Navigator behavior tree to compute a path first before starting the parallel nodes
* Resolve how to handle BTpp dependency; Closes: #51
* Rebase to origin/master
* Inital port to new, updated repo for the behavior tree library
* Can't use shared_from_this in constructor; fix several linter issues
* Start on dynamically creating the behavior tree from an XML description
* Move a few files after rebasing
* Don't have to explicity specify dl dependency
* Working on execute mission BT
* Adapt the BtActionNode class to enable it to by dynamically created
* Checkpoint working version
* Another checkpoint for working version
* Clean up
* Enable the BtNavigator with the new behavior tree library
* Start hooking up params
* Adapt to new Behavior Tree library
* Pass position and orientation when using pose via rviz
* Missed a new file
* Re-enable getting pose from robot; was commented out for debugging
* Revert one of my changes for the BehaviorTree.CPP library now that it is fixed
* Back out the workaround for visibility warning now that it is fixed in the upstream library
* Rebase and cpplint/uncrustify
* Get rid of hardcoded starting position in compute_path_to_pose_action and address some linter issues
* Make the intent clearer for a couple variables names
* Fix a couple inconsistencies with the last checkin",Michael Jeronimo,1162,255,1417
ros-planning/navigation2,ce09d9f26671bd7f02410888c118bac1f91b23e2,2018-10-30T22:28:54Z,nav2_msgs readme (#257),"* nav2_msgs readme

* adding readme nav2_msgs suggestions

* removing detailed walk through for link to ROS 2 Migration Guide",SteveMacenski,5,0,5
ros-planning/navigation2,ae2745f48c15fcd88111cd0a9d6b70a3c8f6b4a3,2018-10-30T19:22:27Z,Merge pull request #261 from SteveMacenski/update_package_xml_bloom,package xml release IDs the same,SteveMacenski,3,3,6
ros-planning/navigation2,dc42b177b5893f8ed0dfce409e5af970a50231f4,2018-10-30T19:00:25Z,Merge pull request #259 from SteveMacenski/readme_bringup,adding bringup readme and config folder for rviz configuration file,SteveMacenski,16,0,16
ros-planning/navigation2,25b40c3f76488b1b45269650f1e4dfb81f7b424d,2018-10-30T18:39:23Z,deal with merge conflicts,,SteveMacenski,164,313,477
ros-planning/navigation2,e92bd4e07a1effb0c50cd75ea152256b1949a19f,2018-10-30T17:20:58Z,Adding initial issue template copied from OSRF RCLCPP template (#253),,Carl Delsey,45,0,45
ros-planning/navigation2,5b9705d925f41d7cd5080559aa209f39aeab461b,2018-10-26T18:41:35Z,Fix path to nav2_dwb_controller README,,Matthew Hansen,1,1,2
ros-planning/navigation2,719029d910b274fcd112ea15a54439e880ee3268,2018-10-26T18:25:58Z,Change depends to dwb_controller,,Matthew Hansen,1,1,2
ros-planning/navigation2,b72d4149a74ae40f5b1d88ec0177cf610e82012d,2018-10-26T18:19:52Z,Remove nav2_controller_example,,Matthew Hansen,0,251,251
ros-planning/navigation2,e46398adebae99ae4eea280f2c9e43cc3ef02f8c,2018-10-26T18:20:33Z,Change nav2_controller to nav2_dwb_controller,,Matthew Hansen,2,2,4
ros-planning/navigation2,3fa2d1f5c3a9ad3ae949c8ef72259e99c74ec277,2018-10-26T18:13:42Z,Change package name to dwb_controller,,Matthew Hansen,1,1,2
ros-planning/navigation2,ea946f2fd21a143899c77105b05be3cdb1133c24,2018-10-26T17:16:50Z,Move to dwb_controller,,Matthew Hansen,14,13,27
ros-planning/navigation2,bfb8ca7bf4dd03a0073179aacfba8993bc640436,2018-10-26T16:50:25Z,Move include/nav2_controller_dwb to dwb_controller,,Matthew Hansen,0,0,0
ros-planning/navigation2,2d5dd4cfd92babb636507df09d9ee32d45199244,2018-10-26T16:48:07Z,Change to nav2_dwb_controller,,Matthew Hansen,3,4,7
ros-planning/navigation2,b9d1f6327f858b181bc7a698863bee0989d22d79,2018-10-26T16:45:07Z,Change nav2_dwb_controller to dwb_controller,,Matthew Hansen,301,0,301
ros-planning/navigation2,d803ddc1b9453462890e2d4da72973dfc7d07f75,2018-10-26T16:25:37Z,Move README.md and images,,Matthew Hansen,361,0,361
ros-planning/navigation2,06559ea6f2b9cbcd91fade675df67ffcf32a5a0e,2018-10-26T16:17:59Z,Move nav2_controller_dwb to nav2_dwb_controller,,Matthew Hansen,0,668,668
ros-planning/navigation2,29b0888c7918cae9134dfdb47534d8a408b1a2f9,2018-10-26T14:40:13Z,Move DWB README.md to nav2_controller_dwb folder,,Matthew Hansen,0,0,0
ros-planning/navigation2,64223333ac65a5cbbd3183879fc55267502873e6,2018-10-26T14:30:37Z,Update ROS_COMPARISON.md,Add links to other README.md,Matt Hansen,5,5,10
ros-planning/navigation2,b2b72302707bcc5987a50000c219f1e4a890e401,2018-10-30T16:51:38Z,Merge pull request #235 from crdelsey/costmapintegration,Integrate costmap with DWB- Make robot move,Carl Delsey,76,49,125
ros-planning/navigation2,55f9cbe98c8c917926865adbc867234b8a3a734a,2018-10-30T16:02:38Z,adding PR template (#255),"* adding PR template

* removing empty template fields

* removing awkward HMTL tags for commented examples",SteveMacenski,36,0,36
ros-planning/navigation2,c25750a90fb87c2a2c9d8368d39de4ce060f1eaa,2018-10-30T05:36:04Z,package xml release IDs the same,,SteveMacenski,3,3,6
ros-planning/navigation2,0cf238e2036b0a1d82e91812b6190b86201b9486,2018-10-30T04:39:47Z,adding bringup readme and config folder for rviz configuration file,,SteveMacenski,16,0,16
ros-planning/navigation2,e96f8d76702c46febe94f1f3cb361d0060e6dfeb,2018-10-24T15:21:59Z,Forcing static layer and inflation layer to load,"Disabled getting the plugin list from parameters. Instead, it is
hard coded. The parameters are frequently not ready yet at the
time this call is made causing either a crash or just silently
not loading the plugins.",Carl Delsey,19,11,30
ros-planning/navigation2,8aa4a9d4b8dc9380a9b4f2b33fb555238c819567,2018-10-24T15:18:44Z,Do not let shared ptr delete transform buffer,"The transform buffer lifetime is part of the dwb controller. It
can't be managed by shared_ptr.",Carl Delsey,3,1,4
ros-planning/navigation2,243ff4efcac60ee7f87995fabf2c406624eedc30,2018-10-24T15:16:49Z,Set kinematic parameters for turtlebot,,Carl Delsey,36,24,60
ros-planning/navigation2,b90a9a7d4a36e5a491a8d86fa0dd11a34a81da45,2018-10-24T15:14:10Z,Make standard trajectory controller the default for now,"The limited acceleration controller derives from the standard
controller. By switching to the standard controller, we can
eliminate a bit of complexity while debugging.",Carl Delsey,1,1,2
ros-planning/navigation2,7da55111bd09027214981e7bffc325281f464844,2018-10-24T15:12:49Z,Switching to DWB controller,,Carl Delsey,1,1,2
ros-planning/navigation2,da755a812b69c049f4bdf6aca293436f76f529e5,2018-10-23T16:07:14Z,Disabling controllers for manual bringup.,,Carl Delsey,1,1,2
ros-planning/navigation2,7858e6d70e74a765fd9ca6fc3d754cf4a529a7a7,2018-10-23T16:05:59Z,Spinning costmap and breaking out of static layer spin.,,Carl Delsey,15,10,25
ros-planning/navigation2,7a10f047dd6fdbf842a77f0b6972a940166ae072,2018-10-29T23:17:19Z,Merge pull request #248 from Nickolaim/package_version_fix,Consistent package format,Matt Hansen,13,13,26
ros-planning/navigation2,5b54c9a8388d3c4c83f297425e3a098fb0953a52,2018-10-29T21:35:58Z,Merge pull request #245 from SteveMacenski/geometry2_pr_merged,remove my fork used for geometry2 after upstream merge,SteveMacenski,0,4,4
ros-planning/navigation2,f8b2cbc331dcb9230e8a196416e4f6f7eb732dc2,2018-10-29T21:33:47Z,adding warning when lethal threshold is outside expected range (#249),,SteveMacenski,6,1,7
ros-planning/navigation2,96f37e02bd6ec0037606997a6c940ea729a9e289,2018-10-29T21:28:55Z,Update gazebo_ros_pkgs branch to ros2 (#244),,Matt Hansen,1,1,2
ros-planning/navigation2,3a2d1ba0088d6074ee38d23c816404402315ed06,2018-10-26T17:23:12Z,Removing copyright linter check,,Carl Delsey,2,0,2
ros-planning/navigation2,3257c42fde56ea83cea1dbb69f802bc167083bdd,2018-10-26T17:19:59Z,Fixing cpplint issues,,Carl Delsey,57,52,109
ros-planning/navigation2,69486b90a7a40f61b2628b00f83829640623017d,2018-10-26T16:54:17Z,Uncrustify auto format,,Carl Delsey,290,259,549
ros-planning/navigation2,94d438f6addf3a7daf095aa0144f19dfc49df47d,2018-10-26T16:51:47Z,Bringing package.xml and CMakeLists up-to current standard,,Carl Delsey,36,118,154
ros-planning/navigation2,ee5f8d3a9647b57d870dda8b7f318f45ed86dbc6,2018-10-26T16:36:55Z,Initial port of voxel_grid from other repo,,Carl Delsey,69,61,130
ros-planning/navigation2,b02f30a5b6afb776fc48625991e05ebc5ae2e0d1,2018-10-26T16:31:46Z,Initial copy of voxel_grid from ROS1 melodic branch,,Carl Delsey,948,0,948
ros-planning/navigation2,dc6d268da9a33b1e54733800eb3b9143676b88d4,2018-10-27T21:31:12Z,Consistent package format,"Some of the packages used http://download.ros.org/schema/package_format2.xsd
that requires package format to be set to `2`, but package format was
set to 3 instead.

This change makes them consistent.  As a result linter for packages
won't compain on this error.  Version 3 picked up because it is superset of
version 2 with addition of optional fields.",Nickolaim,13,13,26
ros-planning/navigation2,632f17e4cd8659688b33c6155f6b800338dfcf85,2018-10-29T17:53:56Z,Merge pull request #250 from bpwilcox/master_costmap-fix,fix broken build with nav2_costmap_world_model,Matt Hansen,4,1,5
ros-planning/navigation2,239bb21924dfee6a3644bff40595e83a3c5833ac,2018-10-29T17:23:47Z,fix broken build with nav2_costmap_world_model,,Brian,4,1,5
ros-planning/navigation2,f68776e15c120820ae491bcff1d78c03aa8bb411,2018-10-26T22:29:33Z,further modifications for dynamicparamsclient and bringing tip to master,,Brian,22,22,44
ros-planning/navigation2,266f275c7da18ba70213a1ef8de06034a66c4766,2018-10-26T18:52:47Z,modifying code for dynamic_reconfigure,,Brian,7,11,18
ros-planning/navigation2,97841a306408d98f4badd633d2a41fbe29d16fb4,2018-10-26T18:35:37Z,address PR feedback,,Brian,46,69,115
ros-planning/navigation2,362ebf554162eb9f4199186e9fa327af892fa58c,2018-10-19T23:04:09Z,added dynamic param clients for plugins and setting parameters in constructors if not set,"adding client

tried uncrustrify reformatting

Revert ""tried uncrustrify reformatting""

This reverts commit 921a71332f00284775bf7480e1b78624f35c92a9.",Brian,138,221,359
ros-planning/navigation2,89e275ae1563e11defb5289588fef2cf8da28b99,2018-10-18T20:10:13Z,storing work before rebase,,Brian,86,139,225
ros-planning/navigation2,9165b2a029d13a450aacfd8b1414967c3da5a8db,2018-10-13T00:15:44Z,"costmap2DROS working with callback and publisher, change to call parameters through node on static layer",,Brian,171,262,433
ros-planning/navigation2,7c52a2e269a2134c97099bc685edfebb82bd1276,2018-10-12T01:49:08Z,added validation callback,,Brian,171,97,268
ros-planning/navigation2,4490c9412885b06c3aafd6071e24f8e329120f0a,2018-10-11T00:18:47Z,param callbacks working,,Brian,133,98,231
ros-planning/navigation2,25113e6df8b30d12185a0422acac0389c18b4b4c,2018-10-10T00:11:30Z,creating parameter callback for node,,Brian,10,5,15
ros-planning/navigation2,ef19d7b9ac61e8d42b93ed8249331a54b053eeeb,2018-10-05T22:01:50Z,fixing thread/dynamic-reconfigure issues,,Brian,33,8,41
ros-planning/navigation2,ebaac172354a48baf95be6777b8ec4652f2f85b1,2018-10-05T19:01:31Z,"setting parameters with rclcpp::Parameter, fixing plugin loading issues, setting libraries as shared",,Brian,72,12,84
ros-planning/navigation2,429dbdd89203d323dd555a69266783a5d5bd9701,2018-10-26T22:56:57Z,Amcl remove boost (#246),"* removing boost foreach from amcl via iterators
* rename view iterator to be clear",SteveMacenski,4,9,13
ros-planning/navigation2,7b5e47d5ec8e32432e1fcfdbad4038b4d4191d16,2018-10-26T20:35:00Z,remove my fork used for geometry2 after upstream merge,,SteveMacenski,0,4,4
ros-planning/navigation2,ffb8bef7532906c1df1ff1df15d2ae93e4d5be95,2018-10-25T23:54:07Z,"address feedback, cleaning/simplifying code, added check for events, changed function name for getting event param or default","adding empty lines between CMakelist directives

changing function name",Brian,63,41,104
ros-planning/navigation2,5d730a4f33ca96ce080f54fec5eb83daf3f94dfd,2018-10-24T20:54:38Z,Adding README for nav2_dynamic_params,"adding diagram

modifying diagram",bpwilcox,141,0,141
ros-planning/navigation2,cb823af1b8249ab3af889ab6ee972e389b371ac1,2018-10-24T00:37:40Z,"made parameter client internal, modified for multiple clients, added static parameter check, modifed example node, callbacks added to all clients",,Brian,114,49,163
ros-planning/navigation2,ad4819ce83ba86ab46a725a41d9b6c0d0e89113a,2018-10-23T01:51:08Z,fixing bug for registered but unset parameters,,Brian,7,2,9
ros-planning/navigation2,26b4420dc7ec9e6676900afc5620b2365ebae889,2018-10-23T01:38:32Z,"address feedback, add flag for rejecting new parameters",,Brian,82,80,162
ros-planning/navigation2,f9143687b9caf105c9960429596e9797008fa96b,2018-10-18T01:14:02Z,"add parameter client to DynamicParamClient, added cache map of parameters, passing all linters & tests",spacing/tab changes,Brian,236,203,439
ros-planning/navigation2,0374fe01bc6a8cde20162b56df294835a0a41641,2018-10-16T22:49:23Z,added dynamic_params client and validator iwth client test node,,Brian,482,0,482
ros-planning/navigation2,46da2971c9d7da834238a8939aaafdb0df87c584,2018-10-26T18:02:58Z,changed log statement and added TODO,,Brian,2,2,4
ros-planning/navigation2,1b2161d916c882f210ef8a6e22aa608e01ec7fcb,2018-10-25T20:01:18Z,"fixed msg renaming, passed linters",,Brian,24,34,58
ros-planning/navigation2,a345248fb5e7eea770357e83f094d87a03767545,2018-10-25T19:15:17Z,"addressing PR feedback, rebase name changes, pass callback directly",,Brian,18,23,41
ros-planning/navigation2,46ed97be6deefc024ef27683112cd4e6184b2282,2018-10-08T19:52:35Z,"addressed feedback, added template for addLayer, added stubbed footprint, passing all linters & uncrustify",,Brian,58,51,109
ros-planning/navigation2,ed256ca4ba8c50190640373ea328dc497d6a83fc,2018-10-04T00:31:56Z,replacing old costmap stub with costmap_2d,replaced old costmap with costmap_2d in WorldModel,Brian,75,30,105
ros-planning/navigation2,3f66854313c4cceeae91293d62e99819474da71e,2018-10-26T00:15:13Z,Merge pull request #231 from SteveMacenski/port_buffer,Port costmap2d buffer + tf_sensor_msgs local port,Matt Hansen,43,38,81
ros-planning/navigation2,f746ba9326e9fcde6187cc1504ac6886af12357f,2018-10-25T18:08:12Z,changing local fork for geometry2 to ros2 from bouncy,,SteveMacenski,1,1,2
ros-planning/navigation2,77e41a53292f8b8d362e9d71bc9796efc64b6f10,2018-10-25T02:14:33Z,ported repos for tf2_sensor_msgs with observation_buffer port to ros2,,SteveMacenski,43,38,81
ros-planning/navigation2,af38ef9e945b61a08aab29f0da138f8c6aeed5ea,2018-10-25T21:02:11Z,Merge pull request #237 from mkhansen-intel/dockerfile_update,"Dockerfile update to fix build fails
Also build fixes for ROS2 master branches",Matt Hansen,35,27,62
ros-planning/navigation2,fa0f2295fd02ef2251839ffebb4339088d770f84,2018-10-24T22:10:48Z,Checkout code directly in Dockerfile,,Matthew Hansen,14,12,26
ros-planning/navigation2,5882ed14dd82ceef22daec3cfa4cafec169f1ba9,2018-10-24T21:38:54Z,Simplify Dockerfile,,Matthew Hansen,4,22,26
ros-planning/navigation2,2b121b4604f263d37adc8226ed7de51f213ef0bc,2018-10-24T21:07:32Z,Build directly in Dockerfile,,Matthew Hansen,27,4,31
ros-planning/navigation2,25cc3a79e41edaaf4e6d7a8ba99f30003146bc59,2018-10-24T23:58:44Z,Merge pull request #232 from orduno/address_lint_error,Addressing lint error,mhpanah,2,1,3
ros-planning/navigation2,6bd4a5ff109689e5e726ab48d9ba8a8716ba0424,2018-10-24T23:15:05Z,Get rid of the Robot abstract base class (#234),"Since we likely won't implement non-ROS robots, remove the abstract base class
and make the Robot class be a ROS robot. The Robot class will contain the functionality
common to all ROS robots. There can be derived classes that add functionality that is
not common to all ROS robots.

Also, since I'm modifying the SimpleNavigator, update the ROS log messages so that
they don't (redundantly) include the module name since it's already in the output.",Michael Jeronimo,90,120,210
ros-planning/navigation2,e2db9348973d06ef5a604eac0a18ee7d766943aa,2018-10-22T23:49:56Z,A few changes required to build the nav stack using the tip of master,,orduno,7,6,13
ros-planning/navigation2,c298232d5353e6a4d37deacd3b57bf2291fab998,2018-10-24T15:47:07Z,Fail build if ROS1_DISTRO setup file does not exist with a resonable error message. (#233),,Nickolaim,6,2,8
ros-planning/navigation2,fcb91a193b86b61b07284127be70d54519cc36ac,2018-10-24T00:17:45Z,Line too long,,orduno,2,1,3
ros-planning/navigation2,7bf8d3e35a654788953d07dba2b6d777c6a2a8f2,2018-10-23T23:44:22Z,Fixing small bug within AMCL: checking for the last laser message (#230),Fixing small bug within AMCL: checking for the last laser message received when no message has been received at all.,orduno,7,0,7
ros-planning/navigation2,7f430dd6ec3b8c71aa7aacf39341e6d923249426,2018-10-23T02:06:20Z,Mission execution readme (#183),"* First revision of mission executor readme
* Update nav2_mission_executor/README.md
* Address review feedback",Michael Jeronimo,80,0,80
ros-planning/navigation2,496fceb2bc2fbff82cea3b894834f1fa11b56690,2018-10-22T23:42:54Z,Merge pull request #167 from crdelsey/clockmathcleanup,Cleanup of some time math and conversions between type.,Matt Hansen,7,9,16
ros-planning/navigation2,7833bb03b76661db45329a5cef30d70b9bf5d7e1,2018-10-22T23:37:41Z,Merge pull request #217 from crdelsey/fixcolcontest,Fixing several linter failures,Matt Hansen,53,66,119
ros-planning/navigation2,6dd709183b34e42241cb2bebf1ca13e29538fe1b,2018-10-22T23:34:29Z,Merge pull request #218 from crdelsey/morecolcontestfixes,Fixing linter failures in nav2_util,Matt Hansen,87,85,172
ros-planning/navigation2,c5db53b29c5ce9a37199b92dbc6dc8670cbfe5dc,2018-10-22T23:32:01Z,human readable and more meaningful info/debug logs (#213),"* human readable and more meaningful info/debug logs
* change paths to include full representations
* cleanup
* resolve crdelsey's grammar concern
* oops missed a tag
* shutdown infos",SteveMacenski,138,120,258
ros-planning/navigation2,1ddce1869e1ff52a28c429357efe57812c0d753b,2018-10-22T23:29:09Z,Dijkstra planner readme (#198),"Created readme files for Dijkstra Planner, System Tests and Planner Component Tests.",orduno,76,0,76
ros-planning/navigation2,9eaf27cd7af26a5a064940e8000f4996c218fba3,2018-10-22T19:02:32Z,Merge pull request #226 from mhpanah/amcl_refactorization,Removed  _CORRECTED suffix from ODOM_MODEL,mhpanah,8,111,119
ros-planning/navigation2,bf4d8c68db838958eb0441234e438ee6542142e7,2018-10-22T18:40:05Z,renaming omni and diff parameter names,,mhpanah,6,6,12
ros-planning/navigation2,d23868483112c4dcf00c512aa19124505913defd,2018-10-22T16:49:45Z,removing _CORRECTED suffix from ODOM_MODEL diff and omni and deleting old code,,mhpanah,2,105,107
ros-planning/navigation2,6891525119dada3cecd9bac2d3295e6e4ee1c9bd,2018-10-22T16:16:35Z,Add Travis CI build status image. (#223),,Nickolaim,2,0,2
ros-planning/navigation2,165b49dcf68598beb365e08d82162f4defabacbd,2018-10-20T00:40:37Z,Removing inaccurate comment,,Carl Delsey,0,1,1
ros-planning/navigation2,301768d35b0aa2158bb36a210b2901ad6929a9a2,2018-10-20T00:39:08Z,Removing inaccurate comment,,Carl Delsey,0,7,7
ros-planning/navigation2,468f308c9ceb8e09704a65a3cc5e20938880153f,2018-10-19T23:26:06Z,Merge pull request #205 from mkhansen-intel/build_ros2_master,Build CI using ros2 master nightly build,Matt Hansen,26,8,34
ros-planning/navigation2,847928ac40bcb04fb26bae310dd5a6e0b64727c0,2018-10-18T16:47:28Z,addressed some clarity feedback,,bpwilcox,2,3,5
ros-planning/navigation2,51089d21844dab4a08b896913514b2548b0361b6,2018-10-18T00:12:51Z,added issue links,,bpwilcox,4,4,8
ros-planning/navigation2,ceab9c48a1bdc1e1f8d4f36fcccbc7d4752ae9ec,2018-10-17T18:21:35Z,Update costmap_2d README,,bpwilcox,21,0,21
ros-planning/navigation2,e5cf7613fcf2fc013eda4464646ffe869bcabec5,2018-10-19T00:12:46Z,Update initial_ros_setup script to use master/ros2.repos,,Matthew Hansen,1,1,2
ros-planning/navigation2,869a9676431ffcfb1bc742e41a2dc88a9d37a8c3,2018-10-19T20:36:28Z,Changed Dockerfile to pull ROS2 nightly build,,Matthew Hansen,8,1,9
ros-planning/navigation2,e9705df1995fde4ead09020f98d423397601026a,2018-10-18T23:46:41Z,Updated Dockerfile with latest ROS2 dependencies,,Matthew Hansen,17,6,23
ros-planning/navigation2,f9da6d567fda9e242b184783fd599c6186f87a8c,2018-10-19T18:47:00Z,Fixing linter failures in nav2_util,This resolves #71,Carl Delsey,88,85,173
ros-planning/navigation2,558b5707bbcc6f12935f75767986186c1ef6e9ef,2018-10-19T18:22:26Z,Documentation on local planner changes for ROS 2. (#186),"* Documentation on local planner changes for ROS 2.

* Adding more detail on local planner operatiion in the new model.

* Addressing feedback.

* Fixing issue links",Carl Delsey,361,0,361
ros-planning/navigation2,55d3b1a329feadc880ec8a0e2d9b0f918cc8a493,2018-10-19T18:13:36Z,Fixing linter failures in nav2_controller_example,,Carl Delsey,1,0,1
ros-planning/navigation2,568ba4de769cad2cf866b06e99a16afa1af1a8a4,2018-10-19T18:11:29Z,Fixing linter failures in nav2_controller_dwb,,Carl Delsey,2,1,3
ros-planning/navigation2,822ea0e531cdbce933206918e7936eb9288b4813,2018-10-19T18:09:56Z,Fixing linter failures in dwb_critics,,Carl Delsey,4,2,6
ros-planning/navigation2,bbbe030c54660fc93942f6ab17b6e00698e6b63c,2018-10-19T18:07:02Z,Fixing linter failures in nav2_amcl,,Carl Delsey,16,10,26
ros-planning/navigation2,813ee0a9b03e15915b10c2070f8c546fb336d6e9,2018-10-19T17:54:57Z,Propagate task exceptions (#179),"For the task server, in addition to catching any exceptions in the derived classes' execute method, propagate this exception to the thread owning the object.

* Wrap the call to execute in a try/catch block
* Catch exceptions in overridden execute method
* Propagate exception to owning thread
* Use ROS convention of log messages starting with a capital letter
* Fix typo",Michael Jeronimo,61,33,94
ros-planning/navigation2,02952cc4712105ba0ff474a66b8009943ad20734,2018-10-19T17:52:00Z,Removing copyright linter in correct way.,This resolves #149,Carl Delsey,31,51,82
ros-planning/navigation2,7370ed99e2d006dd78e41d1f0f97ca0132760574,2018-10-19T17:39:21Z,adding me + all contributors for email production failure emails (#214),,SteveMacenski,15,1,16
ros-planning/navigation2,70bac7f2eb05eff7901b6e541d587c43ba4bda00,2018-10-19T17:34:07Z,Fix test failures in costmap_queue,This is partial progress on #149,Carl Delsey,8,8,16
ros-planning/navigation2,fcb6fa3eff7480273ddb0e8251678240a33b4914,2018-10-19T17:14:05Z,Changing calls to now() to always use a node reference instead of instantiating a clock object (#172),"* Changing now() to use the node clock in DWB

* Fixing clock usages to use node clock in costmap, amcl and map server.",Carl Delsey,75,81,156
ros-planning/navigation2,21c84d78db79a596122f9a1fe7d3b6b0196117e4,2018-10-19T16:36:33Z,Merge pull request #204 from mhpanah/test_robot_class,Factoring out duplicated initialization code and addressing ROS naming convention violation,mhpanah,53,57,110
ros-planning/navigation2,d6b055f9036ccb4ff6e0bbaff855704c7345e073,2018-10-19T16:35:47Z,Merge pull request #185 from mhpanah/amcl-readme,AMCL Readme,mhpanah,17,0,17
ros-planning/navigation2,b53cd48f9144c66e56067b27df0c74f827a55371,2018-10-19T01:01:22Z,fixing as assumed git merge error after refactor (#212),,SteveMacenski,0,5,5
ros-planning/navigation2,8a22a5304bc71d553129e76ff2581ee348c30a80,2018-10-19T00:07:14Z,Merge pull request #182 from mkhansen-intel/overview_docs,First draft of ROS Comparison doc,Matt Hansen,61,2,63
ros-planning/navigation2,112e464b27bcad75beb0cd34af8601e2beac4294,2018-10-18T23:43:31Z,Provided links to current plan issues,,mhpanah,5,5,10
ros-planning/navigation2,4ade697074cce312d2ad05e0c2a8438aa85325ed,2018-10-18T23:10:43Z,Fix typo in ROS_COMPARISON.md,Fixed typo 'an' Task -> 'a' Task,Matt Hansen,1,1,2
ros-planning/navigation2,5f4c77ee789f03a5147ce036c9b3b430078b3467,2018-10-18T23:09:16Z,Updated README to refer to ROS1,"Changed wording from ""ROS Navigation"" to ""ROS1 Navigation""",Matt Hansen,1,1,2
ros-planning/navigation2,f1f7168ad04f5bd1af0d0bed7a3fff8b158ea7a9,2018-10-18T22:52:04Z,Map Server readme (#194),"* Update map_server README
* added issue",bpwilcox,25,0,25
ros-planning/navigation2,5600e346425965582c9906f59551a33666568d42,2018-10-18T22:50:22Z,Simple navigator readme (#187),* First cut at the Simple Navigatgor README,Michael Jeronimo,17,0,17
ros-planning/navigation2,93a3bb9d1e132960e02e0c6f9a9813bf29d928f9,2018-10-18T22:32:24Z,Factored out duplicated initialization code,,mhpanah,53,57,110
ros-planning/navigation2,4d8bda3dce77fb71523b8bf4b989d09e84028fea,2018-10-18T21:28:27Z,fix wording in Use Cases README,,Matthew Hansen,1,1,2
ros-planning/navigation2,c1c8a183bb9c8209f6de070f4d5d3abfac27a36d,2018-10-18T21:15:25Z,Added Use Cases README,,Matthew Hansen,16,0,16
